id,name,tier,slot,gridW,gridH,aspect,resolution,prompt,negative
medium_mithril_chest,Средн. Митрильный нагрудник,5,torso,2,3,1:1,1024x1024,"Concept art for ""Средн. Митрильный нагрудник"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cool blue rim light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
mithril_chest,Митрильный нагрудник,5,torso,2,3,1:1,1024x1024,"Concept art for ""Митрильный нагрудник"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cool blue rim light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
darkiron_helm,Шлем тёмного железа,6,head,2,2,1:1,1024x1024,"Concept art for ""Шлем тёмного железа"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_darkiron_helm,Лёгк. Шлем тёмного железа,6,head,2,2,1:1,1024x1024,"Concept art for ""Лёгк. Шлем тёмного железа"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_darkiron_helm,Средн. Шлем тёмного железа,6,head,2,2,1:1,1024x1024,"Concept art for ""Средн. Шлем тёмного железа"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
darkiron_bracer_left,Наруч тёмн. железа (л),6,leftArm,1,2,1:2,768x1536,"Concept art for ""Наруч тёмн. железа (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, deep violet under-glow, faint ember particles --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_darkiron_bracer_left,Лёгк. Наруч тёмн. железа (л),6,leftArm,1,2,1:2,768x1536,"Concept art for ""Лёгк. Наруч тёмн. железа (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, deep violet under-glow, faint ember particles --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_darkiron_bracer_left,Средн. Наруч тёмн. железа (л),6,leftArm,1,2,1:2,768x1536,"Concept art for ""Средн. Наруч тёмн. железа (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), medium armor profile, balanced protection and mobility, layered plates over padding, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, deep violet under-glow, faint ember particles --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
darkiron_shield,Щит тёмного железа,6,leftHand,2,2,1:1,1024x1024,"Concept art for ""Щит тёмного железа"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, heavy shield profile, broad tower or war shield, thick solid face, high durability, imposing mass, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
light_darkiron_shield,Лёгк. Щит тёмного железа,6,leftHand,2,2,1:1,1024x1024,"Concept art for ""Лёгк. Щит тёмного железа"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, light shield profile, small agile buckler or heater shield, slim solid face, quick straps, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
medium_darkiron_shield,Средн. Щит тёмного железа,6,leftHand,2,2,1:1,1024x1024,"Concept art for ""Средн. Щит тёмного железа"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, medium shield profile, sturdy heater or kite shield, reinforced solid face, balanced weight, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
darkiron_legs,Поножи тёмного железа,6,legs,2,3,1:1,1024x1024,"Concept art for ""Поножи тёмного железа"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_darkiron_legs,Лёгк. Поножи тёмного железа,6,legs,2,3,1:1,1024x1024,"Concept art for ""Лёгк. Поножи тёмного железа"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_darkiron_legs,Средн. Поножи тёмного железа,6,legs,2,3,1:1,1024x1024,"Concept art for ""Средн. Поножи тёмного железа"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
darkiron_gorget,Горжет тёмн. железа,6,neck,1,1,1:1,1024x1024,"Concept art for ""Горжет тёмн. железа"", a single fantasy gorget / neck guard collar armor piece, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_darkiron_gorget,Лёгк. Горжет тёмн. железа,6,neck,1,1,1:1,1024x1024,"Concept art for ""Лёгк. Горжет тёмн. железа"", a single fantasy gorget / neck guard collar armor piece, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_darkiron_gorget,Средн. Горжет тёмн. железа,6,neck,1,1,1:1,1024x1024,"Concept art for ""Средн. Горжет тёмн. железа"", a single fantasy gorget / neck guard collar armor piece, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
darkiron_bracer_right,Наруч тёмн. железа (п),6,rightArm,1,2,1:2,768x1536,"Concept art for ""Наруч тёмн. железа (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, deep violet under-glow, faint ember particles --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_darkiron_bracer_right,Лёгк. Наруч тёмн. железа (п),6,rightArm,1,2,1:2,768x1536,"Concept art for ""Лёгк. Наруч тёмн. железа (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, deep violet under-glow, faint ember particles --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_darkiron_bracer_right,Средн. Наруч тёмн. железа (п),6,rightArm,1,2,1:2,768x1536,"Concept art for ""Средн. Наруч тёмн. железа (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), medium armor profile, balanced protection and mobility, layered plates over padding, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, deep violet under-glow, faint ember particles --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
darkiron_chest,Латы тёмного железа,6,torso,2,3,1:1,1024x1024,"Concept art for ""Латы тёмного железа"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_darkiron_chest,Лёгк. Латы тёмного железа,6,torso,2,3,1:1,1024x1024,"Concept art for ""Лёгк. Латы тёмного железа"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_darkiron_chest,Средн. Латы тёмного железа,6,torso,2,3,1:1,1024x1024,"Concept art for ""Средн. Латы тёмного железа"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from dark iron with subtle purple sheen, soot patina, silver runes etched into seams, heavy, ominous, infernal forge aesthetic, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, deep violet under-glow, faint ember particles --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_star_helm,Тяж. Шлем звёздного металла,7,head,2,2,1:1,1024x1024,"Concept art for ""Тяж. Шлем звёздного металла"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_star_helm,Лёгк. Шлем звёздного металла,7,head,2,2,1:1,1024x1024,"Concept art for ""Лёгк. Шлем звёздного металла"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
star_helm,Шлем звёздного металла,7,head,2,2,1:1,1024x1024,"Concept art for ""Шлем звёздного металла"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_void_bracer_left,Тяж. Наруч Пустоты (л),7,leftArm,1,2,1:2,768x1536,"Concept art for ""Тяж. Наруч Пустоты (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, cosmic violet and starfield bokeh --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_void_bracer_left,Лёгк. Наруч Пустоты (л),7,leftArm,1,2,1:2,768x1536,"Concept art for ""Лёгк. Наруч Пустоты (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, cosmic violet and starfield bokeh --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
void_bracer_left,Наруч Пустоты (л),7,leftArm,1,2,1:2,768x1536,"Concept art for ""Наруч Пустоты (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), medium armor profile, balanced protection and mobility, layered plates over padding, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, cosmic violet and starfield bokeh --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_starmetal_shield,Тяж. Щит звёздного металла,7,leftHand,2,2,1:1,1024x1024,"Concept art for ""Тяж. Щит звёздного металла"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, heavy shield profile, broad tower or war shield, thick solid face, high durability, imposing mass, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
light_starmetal_shield,Лёгк. Щит звёздного металла,7,leftHand,2,2,1:1,1024x1024,"Concept art for ""Лёгк. Щит звёздного металла"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, light shield profile, small agile buckler or heater shield, slim solid face, quick straps, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
starmetal_shield,Щит звёздного металла,7,leftHand,2,2,1:1,1024x1024,"Concept art for ""Щит звёздного металла"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, medium shield profile, sturdy heater or kite shield, reinforced solid face, balanced weight, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
heavy_void_legs,Тяж. Поножи звёздного металла,7,legs,2,3,1:1,1024x1024,"Concept art for ""Тяж. Поножи звёздного металла"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_void_legs,Лёгк. Поножи звёздного металла,7,legs,2,3,1:1,1024x1024,"Concept art for ""Лёгк. Поножи звёздного металла"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
void_legs,Поножи звёздного металла,7,legs,2,3,1:1,1024x1024,"Concept art for ""Поножи звёздного металла"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_void_gorget,Тяж. Звёздный горжет,7,neck,1,1,1:1,1024x1024,"Concept art for ""Тяж. Звёздный горжет"", a single fantasy gorget / neck guard collar armor piece, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_void_gorget,Лёгк. Звёздный горжет,7,neck,1,1,1:1,1024x1024,"Concept art for ""Лёгк. Звёздный горжет"", a single fantasy gorget / neck guard collar armor piece, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
void_gorget,Звёздный горжет,7,neck,1,1,1:1,1024x1024,"Concept art for ""Звёздный горжет"", a single fantasy gorget / neck guard collar armor piece, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from starmetal (blue-black metal with starfield shimmer), void-crystal studs, faint smoke wisps, cosmic horror luxury, unsettling elegance, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cosmic violet and starfield bokeh --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
