catalog,id,name,tier,type,gridW,gridH,aspect,targetFile,targetImg,targetExists,currentImg,prompt,negative
materials,dragon_hide,Кожа дракона,8,material,1,1,1:1,icons/items/materials/dragon_hide.webp,systems/iron-hills-system/icons/items/materials/dragon_hide.webp,false,systems/iron-hills-system/icons/items/materials/dragon_hide.webp,"Concept ""Кожа дракона"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,starmetal,Звёздный металл,8,material,1,1,1:1,icons/items/materials/starmetal.webp,systems/iron-hills-system/icons/items/materials/starmetal.webp,false,systems/iron-hills-system/icons/items/materials/starmetal.webp,"Concept ""Звёздный металл"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,starmetal_ore,Звёздная руда,8,material,1,1,1:1,icons/items/materials/starmetal_ore.webp,systems/iron-hills-system/icons/items/materials/starmetal_ore.webp,false,systems/iron-hills-system/icons/items/materials/starmetal_ore.webp,"Concept ""Звёздная руда"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,void_weave,Ткань Пустоты,8,material,1,1,1:1,icons/items/materials/void_weave.webp,systems/iron-hills-system/icons/items/materials/void_weave.webp,false,systems/iron-hills-system/icons/items/materials/void_weave.webp,"Concept ""Ткань Пустоты"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,world_tree,Мировое дерево,8,material,1,1,1:1,icons/items/materials/world_tree.webp,systems/iron-hills-system/icons/items/materials/world_tree.webp,false,systems/iron-hills-system/icons/items/materials/world_tree.webp,"Concept ""Мировое дерево"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,abyss_lichen,Лишайник Бездны,9,material,1,1,1:1,icons/items/materials/abyss_lichen.webp,systems/iron-hills-system/icons/items/materials/abyss_lichen.webp,false,systems/iron-hills-system/icons/items/materials/abyss_lichen.webp,"Concept ""Лишайник Бездны"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,aurora_thread,Нить Авроры,9,material,1,1,1:1,icons/items/materials/aurora_thread.webp,systems/iron-hills-system/icons/items/materials/aurora_thread.webp,false,systems/iron-hills-system/icons/items/materials/aurora_thread.webp,"Concept ""Нить Авроры"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,hydra_hide,Шкура гидры,9,material,1,1,1:1,icons/items/materials/hydra_hide.webp,systems/iron-hills-system/icons/items/materials/hydra_hide.webp,false,systems/iron-hills-system/icons/items/materials/hydra_hide.webp,"Concept ""Шкура гидры"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,orichalcum,Орихалк,9,material,1,1,1:1,icons/items/materials/orichalcum.webp,systems/iron-hills-system/icons/items/materials/orichalcum.webp,false,systems/iron-hills-system/icons/items/materials/orichalcum.webp,"Concept ""Орихалк"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,relic_shard,Осколок реликта,9,material,1,1,1:1,icons/items/materials/relic_shard.webp,systems/iron-hills-system/icons/items/materials/relic_shard.webp,false,systems/iron-hills-system/icons/items/materials/relic_shard.webp,"Concept ""Осколок реликта"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,star_shard,Осколок звезды,9,material,1,1,1:1,icons/items/materials/star_shard.webp,systems/iron-hills-system/icons/items/materials/star_shard.webp,false,systems/iron-hills-system/icons/items/materials/star_shard.webp,"Concept ""Осколок звезды"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,sun_oak_board,Доска солнечного дуба,9,material,1,1,1:1,icons/items/materials/sun_oak_board.webp,systems/iron-hills-system/icons/items/materials/sun_oak_board.webp,false,systems/iron-hills-system/icons/items/materials/sun_oak_board.webp,"Concept ""Доска солнечного дуба"", a single fantasy crafting material, orichalcum, starmetal, ornate heroic craftsmanship and luminous accents, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,adamantium,Адамантий,10,material,1,1,1:1,icons/items/materials/adamantium.webp,systems/iron-hills-system/icons/items/materials/adamantium.webp,false,systems/iron-hills-system/icons/items/materials/adamantium.webp,"Concept ""Адамантий"", a single fantasy crafting material, mythic godsteel, adamant core, reality-bending magical highlights, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,epoch_seed,Семя эпохи,10,material,1,1,1:1,icons/items/materials/epoch_seed.webp,systems/iron-hills-system/icons/items/materials/epoch_seed.webp,false,systems/iron-hills-system/icons/items/materials/epoch_seed.webp,"Concept ""Семя эпохи"", a single fantasy crafting material, mythic godsteel, adamant core, reality-bending magical highlights, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,genesis_timber,Брус генезиса,10,material,1,1,1:1,icons/items/materials/genesis_timber.webp,systems/iron-hills-system/icons/items/materials/genesis_timber.webp,false,systems/iron-hills-system/icons/items/materials/genesis_timber.webp,"Concept ""Брус генезиса"", a single fantasy crafting material, mythic godsteel, adamant core, reality-bending magical highlights, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,genesis_weave,Полотно генезиса,10,material,1,1,1:1,icons/items/materials/genesis_weave.webp,systems/iron-hills-system/icons/items/materials/genesis_weave.webp,false,systems/iron-hills-system/icons/items/materials/genesis_weave.webp,"Concept ""Полотно генезиса"", a single fantasy crafting material, mythic godsteel, adamant core, reality-bending magical highlights, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,god_tears,Слёзы богов,10,material,1,1,1:1,icons/items/materials/god_tears.webp,systems/iron-hills-system/icons/items/materials/god_tears.webp,false,systems/iron-hills-system/icons/items/materials/god_tears.webp,"Concept ""Слёзы богов"", a single fantasy crafting material, mythic godsteel, adamant core, reality-bending magical highlights, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,leviathan_hide,Шкура Левиафана,10,material,1,1,1:1,icons/items/materials/leviathan_hide.webp,systems/iron-hills-system/icons/items/materials/leviathan_hide.webp,false,systems/iron-hills-system/icons/items/materials/leviathan_hide.webp,"Concept ""Шкура Левиафана"", a single fantasy crafting material, mythic godsteel, adamant core, reality-bending magical highlights, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
materials,star_heart,Сердце звезды,10,material,1,1,1:1,icons/items/materials/star_heart.webp,systems/iron-hills-system/icons/items/materials/star_heart.webp,false,systems/iron-hills-system/icons/items/materials/star_heart.webp,"Concept ""Сердце звезды"", a single fantasy crafting material, mythic godsteel, adamant core, reality-bending magical highlights, centered square inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 1024x1024 --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
potions,antidote_weak,Слабое противоядие,1,potion,1,1,1:1,icons/items/potions/antidote_weak.webp,systems/iron-hills-system/icons/items/potions/antidote_weak.webp,true,systems/iron-hills-system/icons/items/potions/antidote_weak.webp,"Concept ""Слабое противоядие"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: cleansing green shimmer neutralizing toxins, liquid appearance: murky russet suspension, sediment at bottom, vessel: cheap blown glass, none, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,minor_energy,Малое зелье бодрости,1,potion,1,1,1:1,icons/items/potions/minor_energy.webp,systems/iron-hills-system/icons/items/potions/minor_energy.webp,true,systems/iron-hills-system/icons/items/potions/minor_energy.webp,"Concept ""Малое зелье бодрости"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: lightning stamina surge, brisk vitality, liquid appearance: murky russet suspension, sediment at bottom, vessel: cheap blown glass, none, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,minor_energy_max,Малый тоник бодрости,1,potion,1,1,1:1,icons/items/potions/minor_energy_max.webp,systems/iron-hills-system/icons/items/potions/minor_energy_max.webp,true,systems/iron-hills-system/icons/items/potions/minor_energy_max.webp,"Concept ""Малый тоник бодрости"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: expanded lung-heart endurance reservoir, liquid appearance: murky russet suspension, sediment at bottom, vessel: cheap blown glass, none, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,minor_heal,Малое зелье лечения,1,potion,1,1,1:1,icons/items/potions/minor_heal.webp,systems/iron-hills-system/icons/items/potions/minor_heal.webp,true,systems/iron-hills-system/icons/items/potions/minor_heal.webp,"Concept ""Малое зелье лечения"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wounds knitting shut, restorative warmth, liquid appearance: murky russet suspension, sediment at bottom, vessel: cheap blown glass, none, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,water_flask,Фляга чистой воды,1,potion,1,1,1:1,icons/items/potions/water_flask.webp,systems/iron-hills-system/icons/items/potions/water_flask.webp,true,systems/iron-hills-system/icons/items/potions/water_flask.webp,"Concept ""Фляга чистой воды"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: crisp mountain spring clarity, liquid appearance: murky russet suspension, sediment at bottom, vessel: cheap blown glass, none, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,energy_potion,Зелье бодрости,2,potion,1,1,1:1,icons/items/potions/energy_potion.webp,systems/iron-hills-system/icons/items/potions/energy_potion.webp,true,systems/iron-hills-system/icons/items/potions/energy_potion.webp,"Concept ""Зелье бодрости"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: lightning stamina surge, brisk vitality, liquid appearance: clear amber serum, vessel: simple flask with cork, very faint inner shimmer, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,energy_potion_max,Тоник выносливости,2,potion,1,1,1:1,icons/items/potions/energy_potion_max.webp,systems/iron-hills-system/icons/items/potions/energy_potion_max.webp,true,systems/iron-hills-system/icons/items/potions/energy_potion_max.webp,"Concept ""Тоник выносливости"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: expanded lung-heart endurance reservoir, liquid appearance: clear amber serum, vessel: simple flask with cork, very faint inner shimmer, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,heal_potion,Зелье лечения,2,potion,1,1,1:1,icons/items/potions/heal_potion.webp,systems/iron-hills-system/icons/items/potions/heal_potion.webp,true,systems/iron-hills-system/icons/items/potions/heal_potion.webp,"Concept ""Зелье лечения"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wounds knitting shut, restorative warmth, liquid appearance: clear amber serum, vessel: simple flask with cork, very faint inner shimmer, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,mana_potion,Зелье маны,2,potion,1,1,1:1,icons/items/potions/mana_potion.webp,systems/iron-hills-system/icons/items/potions/mana_potion.webp,true,systems/iron-hills-system/icons/items/potions/mana_potion.webp,"Concept ""Зелье маны"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: arcane reservoir refill, whispering sparks, liquid appearance: clear amber serum, vessel: simple flask with cork, very faint inner shimmer, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,speed_potion,Зелье скорости,2,potion,1,1,1:1,icons/items/potions/speed_potion.webp,systems/iron-hills-system/icons/items/potions/speed_potion.webp,true,systems/iron-hills-system/icons/items/potions/speed_potion.webp,"Concept ""Зелье скорости"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wind-cut streak motes, kinetic hurry readiness, liquid appearance: clear amber serum, vessel: simple flask with cork, very faint inner shimmer, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,antidote,Противоядие,3,potion,1,1,1:1,icons/items/potions/antidote.webp,systems/iron-hills-system/icons/items/potions/antidote.webp,true,systems/iron-hills-system/icons/items/potions/antidote.webp,"Concept ""Противоядие"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: cleansing green shimmer neutralizing toxins, liquid appearance: ruby-red translucent liquid, vessel: faceted crystal vial, soft pulse every few seconds, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,elixir_endurance,Эликсир выносливости,3,potion,1,1,1:1,icons/items/potions/elixir_endurance.webp,systems/iron-hills-system/icons/items/potions/elixir_endurance.webp,true,systems/iron-hills-system/icons/items/potions/elixir_endurance.webp,"Concept ""Эликсир выносливости"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: expanded lung-heart endurance reservoir, liquid appearance: ruby-red translucent liquid, vessel: faceted crystal vial, soft pulse every few seconds, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,elixir_vigor,Эликсир бодрости,3,potion,1,1,1:1,icons/items/potions/elixir_vigor.webp,systems/iron-hills-system/icons/items/potions/elixir_vigor.webp,true,systems/iron-hills-system/icons/items/potions/elixir_vigor.webp,"Concept ""Эликсир бодрости"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: lightning stamina surge, brisk vitality, liquid appearance: ruby-red translucent liquid, vessel: faceted crystal vial, soft pulse every few seconds, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,greater_heal,Большое зелье лечения,3,potion,1,1,1:1,icons/items/potions/greater_heal.webp,systems/iron-hills-system/icons/items/potions/greater_heal.webp,true,systems/iron-hills-system/icons/items/potions/greater_heal.webp,"Concept ""Большое зелье лечения"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wounds knitting shut, restorative warmth, liquid appearance: ruby-red translucent liquid, vessel: faceted crystal vial, soft pulse every few seconds, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,adept_endurance,Тоник адепта (выносливость),4,potion,1,1,1:1,icons/items/potions/adept_endurance.webp,systems/iron-hills-system/icons/items/potions/adept_endurance.webp,true,systems/iron-hills-system/icons/items/potions/adept_endurance.webp,"Concept ""Тоник адепта (выносливость)"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: expanded lung-heart endurance reservoir, liquid appearance: deep sapphire swirl with metallic flakes, vessel: steel-capped alchemical bottle, steady faint aura, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,adept_energy,Зелье адепта (бодрость),4,potion,1,1,1:1,icons/items/potions/adept_energy.webp,systems/iron-hills-system/icons/items/potions/adept_energy.webp,true,systems/iron-hills-system/icons/items/potions/adept_energy.webp,"Concept ""Зелье адепта (бодрость)"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: lightning stamina surge, brisk vitality, liquid appearance: deep sapphire swirl with metallic flakes, vessel: steel-capped alchemical bottle, steady faint aura, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,adept_heal,Зелье адепта (лечение),4,potion,1,1,1:1,icons/items/potions/adept_heal.webp,systems/iron-hills-system/icons/items/potions/adept_heal.webp,true,systems/iron-hills-system/icons/items/potions/adept_heal.webp,"Concept ""Зелье адепта (лечение)"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wounds knitting shut, restorative warmth, liquid appearance: deep sapphire swirl with metallic flakes, vessel: steel-capped alchemical bottle, steady faint aura, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,adept_mana,Зелье адепта (мана),4,potion,1,1,1:1,icons/items/potions/adept_mana.webp,systems/iron-hills-system/icons/items/potions/adept_mana.webp,true,systems/iron-hills-system/icons/items/potions/adept_mana.webp,"Concept ""Зелье адепта (мана)"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: arcane reservoir refill, whispering sparks, liquid appearance: deep sapphire swirl with metallic flakes, vessel: steel-capped alchemical bottle, steady faint aura, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,superior_antidote,Сильное противоядие,4,potion,1,1,1:1,icons/items/potions/superior_antidote.webp,systems/iron-hills-system/icons/items/potions/superior_antidote.webp,true,systems/iron-hills-system/icons/items/potions/superior_antidote.webp,"Concept ""Сильное противоядие"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: cleansing green shimmer neutralizing toxins, liquid appearance: deep sapphire swirl with metallic flakes, vessel: steel-capped alchemical bottle, steady faint aura, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,elixir_life,Эликсир жизни,5,potion,1,1,1:1,icons/items/potions/elixir_life.webp,systems/iron-hills-system/icons/items/potions/elixir_life.webp,true,systems/iron-hills-system/icons/items/potions/elixir_life.webp,"Concept ""Эликсир жизни"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: total bodily renewal, cathedral purity, liquid appearance: pearlescent gradient liquid, vessel: ornate flask with seal wax, warm halo, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,grand_elixir,Великий эликсир,5,potion,1,1,1:1,icons/items/potions/grand_elixir.webp,systems/iron-hills-system/icons/items/potions/grand_elixir.webp,true,systems/iron-hills-system/icons/items/potions/grand_elixir.webp,"Concept ""Великий эликсир"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: expanded lung-heart endurance reservoir, liquid appearance: pearlescent gradient liquid, vessel: ornate flask with seal wax, warm halo, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,saint_draught,Напиток святого,5,potion,1,1,1:1,icons/items/potions/saint_draught.webp,systems/iron-hills-system/icons/items/potions/saint_draught.webp,true,systems/iron-hills-system/icons/items/potions/saint_draught.webp,"Concept ""Напиток святого"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: wounds knitting shut, restorative warmth, liquid appearance: pearlescent gradient liquid, vessel: ornate flask with seal wax, warm halo, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
potions,sixth_circle_mana,Зелье шестого круга,6,potion,1,1,1:1,icons/items/potions/sixth_circle_mana.webp,systems/iron-hills-system/icons/items/potions/sixth_circle_mana.webp,true,systems/iron-hills-system/icons/items/potions/sixth_circle_mana.webp,"Concept ""Зелье шестого круга"", a single fantasy consumable potion bottle / sealed alchemical flask, concept: arcane reservoir refill, whispering sparks, liquid appearance: silver-threaded emerald liquor, vessel: mithril-trimmed phial, cold magical steam wisps, single isolated fantasy potion bottle or small flask, centered, transparent or plain dark background, vertical orientation, icon clarity, no human hands, sharp focus, painterly RPG inventory sprite, 1024x1024 composition suitable for square inventory slot --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered shelf of bottles, laboratory clutter, multiple unrelated potions, human face, nsfw"
