id,name,tier,skill,twoHanded,gridW,gridH,aspect,resolution,prompt,negative
darkiron_chakram,Чакрам тёмного железа,7,throwing,false,1,1,1:1,1024x1024,"Concept of ""Чакрам тёмного железа"", a set of three fantasy throwing daggers / chakrams arranged in a fan, balanced, identical, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, fan layout, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 1024x1024, deep purple glow, wisps of smoke, ember-like sparks --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_axe,Звёздный топор,8,axe,false,1,2,1:2,768x1536,"Concept of ""Звёздный топор"", a single fantasy hand axe, single-bit head, wooden haft, iron banding, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_greataxe,Звёздная секира,8,axe,true,1,3,1:3,512x1536,"Concept of ""Звёздная секира"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_bow,Звёздный лук,8,bow,true,1,4,1:4,384x1536,"Concept of ""Звёздный лук"", a single fantasy longbow, recurve limbs, drawstring, no arrow nocked, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_crossbow,Звёздный арбалет,8,crossbow,true,1,3,1:3,512x1536,"Concept of ""Звёздный арбалет"", a single fantasy crossbow, wooden tiller with steel limbs, intricate trigger mechanism, no bolt loaded, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_staff,Звёздный посох,8,exotic,true,1,4,1:4,384x1536,"Concept of ""Звёздный посох"", a single fantasy wizard's staff, tall straight pole, ornamented head, no orb floating, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_flail,Звёздный кистень,8,flail,false,1,2,1:2,768x1536,"Concept of ""Звёздный кистень"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
void_dagger,Кинжал Пустоты,8,knife,false,1,2,1:2,768x1536,"Concept of ""Кинжал Пустоты"", a single fantasy combat knife / dagger, leaf-shaped blade, full tang, leather-wrapped grip, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_mace,Звёздная булава,8,mace,false,1,2,1:2,768x1536,"Concept of ""Звёздная булава"", a single fantasy mace, flanged head, short metal haft, leather grip, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_warhammer,Звёздный молот,8,mace,true,1,3,1:3,512x1536,"Concept of ""Звёздный молот"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_spear,Звёздное копьё,8,spear,true,1,4,1:4,384x1536,"Concept of ""Звёздное копьё"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_greatsword,Звёздный двуруч,8,sword,true,1,4,1:4,384x1536,"Concept of ""Звёздный двуруч"", a single fantasy two-handed greatsword, long straight blade, large cross guard, ricasso, two-hand grip, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
void_blade,Клинок Пустоты,8,sword,false,1,3,1:3,512x1536,"Concept of ""Клинок Пустоты"", a single fantasy arming sword, straight double-edged blade, cross guard, leather-wrapped grip, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
starmetal_chakram,Звёздный чакрам,8,throwing,false,1,1,1:1,1024x1024,"Concept of ""Звёздный чакрам"", a set of three fantasy throwing daggers / chakrams arranged in a fan, balanced, identical, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, fan layout, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 1024x1024, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_axe,Орихалковый топор,9,axe,false,1,2,1:2,768x1536,"Concept of ""Орихалковый топор"", a single fantasy hand axe, single-bit head, wooden haft, iron banding, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, golden divine light, lens flare, sparks of pure energy --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_greataxe,Секира Орихалка,9,axe,true,1,3,1:3,512x1536,"Concept of ""Секира Орихалка"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, golden divine light, lens flare, sparks of pure energy --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_bow,Лук Орихалка,9,bow,true,1,4,1:4,384x1536,"Concept of ""Лук Орихалка"", a single fantasy longbow, recurve limbs, drawstring, no arrow nocked, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, golden divine light, lens flare, sparks of pure energy --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_crossbow,Арбалет Орихалка,9,crossbow,true,1,3,1:3,512x1536,"Concept of ""Арбалет Орихалка"", a single fantasy crossbow, wooden tiller with steel limbs, intricate trigger mechanism, no bolt loaded, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, golden divine light, lens flare, sparks of pure energy --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_staff,Посох Орихалка,9,exotic,true,1,4,1:4,384x1536,"Concept of ""Посох Орихалка"", a single fantasy wizard's staff, tall straight pole, ornamented head, no orb floating, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crimson essence swirling around the blade, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, golden divine light, lens flare, sparks of pure energy --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_flail,Цеп Орихалка,9,flail,false,1,2,1:2,768x1536,"Concept of ""Цеп Орихалка"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, crackling lightning arcs along the surface, hooked / barbed shape designed to catch and disarm, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, golden divine light, lens flare, sparks of pure energy --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_knife,Орихалковый кинжал,9,knife,false,1,2,1:2,768x1536,"Concept of ""Орихалковый кинжал"", a single fantasy combat knife / dagger, leaf-shaped blade, full tang, leather-wrapped grip, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, golden divine light, lens flare, sparks of pure energy --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_mace,Молот Орихалка,9,mace,false,1,2,1:2,768x1536,"Concept of ""Молот Орихалка"", a single fantasy mace, flanged head, short metal haft, leather grip, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, golden divine light, lens flare, sparks of pure energy --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_warhammer,Молот Орихалка,9,mace,true,1,3,1:3,512x1536,"Concept of ""Молот Орихалка"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, golden divine light, lens flare, sparks of pure energy --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_spear,Копьё Орихалка,9,spear,true,1,4,1:4,384x1536,"Concept of ""Копьё Орихалка"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, hooked / barbed shape designed to catch and disarm, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, golden divine light, lens flare, sparks of pure energy --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_blade,Клинок Орихалка,9,sword,false,1,3,1:3,512x1536,"Concept of ""Клинок Орихалка"", a single fantasy arming sword, straight double-edged blade, cross guard, leather-wrapped grip, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crimson essence swirling around the blade, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, golden divine light, lens flare, sparks of pure energy --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_greatsword,Двуруч Орихалка,9,sword,true,1,4,1:4,384x1536,"Concept of ""Двуруч Орихалка"", a single fantasy two-handed greatsword, long straight blade, large cross guard, ricasso, two-hand grip, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, golden divine light, lens flare, sparks of pure energy --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
orichalcum_chakram,Чакрам Орихалка,9,throwing,false,1,1,1:1,1024x1024,"Concept of ""Чакрам Орихалка"", a set of three fantasy throwing daggers / chakrams arranged in a fan, balanced, identical, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, fan layout, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 1024x1024, golden divine light, lens flare, sparks of pure energy --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
adamantium_axe,Адамантиевый топор,10,axe,false,1,2,1:2,768x1536,"Concept of ""Адамантиевый топор"", a single fantasy hand axe, single-bit head, wooden haft, iron banding, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, metal seems to phase through reality, edge dripping with blood-red light, aura of finality, soul-reaping shimmer, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
cataclysm_axe,Секира Катаклизма,10,axe,true,1,3,1:3,512x1536,"Concept of ""Секира Катаклизма"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, edge dripping with blood-red light, aura of finality, soul-reaping shimmer, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
windseeker_bow,Лук Ветроискателя,10,bow,true,1,4,1:4,384x1536,"Concept of ""Лук Ветроискателя"", a single fantasy longbow, recurve limbs, drawstring, no arrow nocked, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, metal seems to phase through reality, edge dripping with blood-red light, aura of finality, soul-reaping shimmer, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
voidseeker_crossbow,Арбалет Ищущего Пустоту,10,crossbow,true,1,3,1:3,512x1536,"Concept of ""Арбалет Ищущего Пустоту"", a single fantasy crossbow, wooden tiller with steel limbs, intricate trigger mechanism, no bolt loaded, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, aura of finality, soul-reaping shimmer, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
worldroot_staff,Посох Мирового Корня,10,exotic,true,1,4,1:4,384x1536,"Concept of ""Посох Мирового Корня"", a single fantasy wizard's staff, tall straight pole, ornamented head, no orb floating, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, crimson essence swirling around the blade, aura of finality, soul-reaping shimmer, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
bonebreaker_flail,Костолом,10,flail,false,1,2,1:2,768x1536,"Concept of ""Костолом"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, metal seems to phase through reality, crackling lightning arcs along the surface, hooked / barbed shape designed to catch and disarm, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
godsplitter_dagger,Кинжал Богоруба,10,knife,false,1,2,1:2,768x1536,"Concept of ""Кинжал Богоруба"", a single fantasy combat knife / dagger, leaf-shaped blade, full tang, leather-wrapped grip, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, edge dripping with blood-red light, aura of finality, soul-reaping shimmer, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
cataclysm_hammer,Молот Катаклизма,10,mace,true,1,3,1:3,512x1536,"Concept of ""Молот Катаклизма"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, aura of finality, soul-reaping shimmer, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
godcrusher_mace,Богоразитель,10,mace,false,1,2,1:2,768x1536,"Concept of ""Богоразитель"", a single fantasy mace, flanged head, short metal haft, leather grip, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, aura of finality, soul-reaping shimmer, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
godpiercer,Богопронзитель,10,spear,true,1,4,1:4,384x1536,"Concept of ""Богопронзитель"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, aura of finality, soul-reaping shimmer, hooked / barbed shape designed to catch and disarm, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
